Year,Crop,Region,Season,Area,Annual_Rainfall,Average_Temperature,Fertilizer_Used,Pesticide_Used,Humidity,Production,Yield_Per_Ha
2023,Maize,Andhra Pradesh,Whole Year,156.44,2404.4,40.2,77.4,15.89,69.5,581099.81,3714.52
2018,Potato,West Bengal,Zaid,114.82,2463.7,41.8,245.3,10.12,83.1,2964189.99,25815.97
2010,Sunflower,Maharashtra,Whole Year,159.19,744.6,26.6,114.2,1.31,94.7,192666.53,1210.29
2010,Sugarcane,Rajasthan,Kharif,107.53,627.0,19.1,289.2,4.37,32.9,6014077.77,55929.3
2017,Rice,Bihar,Kharif,453.03,1076.5,20.3,263.5,13.04,78.1,1257473.9,2775.7
2023,Cotton,Bihar,Zaid,449.61,1041.6,23.6,390.6,8.23,94.3,159329.28,354.37
2012,Groundnut,West Bengal,Kharif,52.0,1971.1,28.7,377.4,12.33,65.0,65580.31,1261.16
2006,Maize,Tamil Nadu,Whole Year,72.29,1276.8,18.3,53.3,11.26,76.5,181072.92,2504.81
2005,Wheat,Tamil Nadu,Kharif,431.15,2015.7,23.1,78.0,9.05,58.7,1883805.01,4369.26
2019,Maize,Uttar Pradesh,Rabi,200.07,1947.2,23.3,319.2,5.08,53.2,565901.62,2828.52
2005,Sorghum,Andhra Pradesh,Rabi,85.47,1572.3,15.1,290.0,14.52,75.3,72159.99,844.27
2009,Soybean,Karnataka,Zaid,255.82,2133.7,24.6,330.3,18.23,94.2,319295.51,1248.13
2020,Barley,Punjab,Zaid,208.92,730.4,18.1,143.4,15.51,36.0,420172.98,2011.17
2023,Potato,Madhya Pradesh,Zaid,110.36,656.0,26.6,347.3,2.84,57.4,1047408.81,9490.84
2008,Soybean,Uttar Pradesh,Zaid,360.66,1951.4,20.3,204.8,10.99,91.1,641836.01,1779.62
2007,Soybean,Bihar,Whole Year,316.01,838.6,37.2,141.7,16.79,37.3,353479.13,1118.57
2021,Potato,Punjab,Whole Year,50.73,306.1,17.2,53.7,12.02,72.3,981901.67,19355.44
2021,Maize,Maharashtra,Rabi,462.77,2306.3,38.4,355.0,9.07,58.0,1266999.48,2737.86
2016,Potato,Gujarat,Whole Year,279.68,1670.5,30.7,237.4,6.05,54.5,6620041.54,23670.06
2018,Sorghum,Uttar Pradesh,Kharif,125.85,1278.9,27.4,391.4,6.94,43.6,37068.78,294.55
2010,Potato,Madhya Pradesh,Rabi,103.94,1896.6,29.8,300.1,5.22,41.5,2388006.71,22974.86
2007,Barley,Maharashtra,Zaid,68.84,1033.3,25.2,78.1,4.32,63.6,191618.06,2783.53
2013,Barley,Rajasthan,Zaid,212.89,2398.1,18.4,255.9,11.98,54.5,600338.22,2819.95
2009,Soybean,Uttar Pradesh,Whole Year,68.63,451.0,35.7,56.0,10.43,62.0,91652.67,1335.46
2021,Cotton,Bihar,Rabi,208.49,1710.1,40.1,245.2,14.83,42.7,102632.81,492.27
2018,Groundnut,Andhra Pradesh,Whole Year,75.24,2010.0,40.7,172.6,6.5,52.8,185009.61,2458.93
2007,Sorghum,Andhra Pradesh,Whole Year,328.75,1332.1,33.1,275.2,9.49,94.8,317594.74,966.07
2005,Cotton,Tamil Nadu,Whole Year,392.84,1960.9,26.1,239.6,13.77,53.9,228649.49,582.04
2005,Millet,Rajasthan,Rabi,275.21,2339.2,27.9,141.5,19.28,56.8,259988.69,944.69
2007,Millet,Bihar,Zaid,340.35,1936.8,32.7,106.8,7.3,31.3,406020.9,1192.95
2022,Rice,Tamil Nadu,Kharif,469.25,980.6,37.2,191.6,6.32,54.8,1084489.62,2311.11
2014,Soybean,Punjab,Zaid,319.55,1536.1,25.1,395.4,9.26,79.6,223202.14,698.49
2007,Barley,West Bengal,Rabi,182.71,2305.5,39.8,202.5,14.62,63.5,494089.78,2704.23
2012,Maize,Karnataka,Zaid,225.29,1288.0,23.8,312.1,19.25,72.7,389612.71,1729.38
2018,Barley,Rajasthan,Zaid,430.4,1799.7,29.3,69.9,10.96,66.2,1308041.52,3039.13
2022,Sunflower,Gujarat,Kharif,66.23,1324.1,41.0,182.6,16.34,36.9,71189.66,1074.89
2019,Sunflower,Bihar,Zaid,163.54,567.0,40.3,253.1,9.56,51.6,123474.48,755.01
2006,Barley,Karnataka,Zaid,289.06,428.9,33.8,312.9,1.28,75.1,624677.97,2161.07
2014,Sunflower,Karnataka,Zaid,338.52,2395.0,23.8,234.9,17.94,65.6,428195.29,1264.9
2006,Wheat,Bihar,Whole Year,381.99,1647.6,20.9,230.4,6.15,73.9,1620250.67,4241.6
2021,Barley,Bihar,Rabi,159.79,528.4,17.2,317.4,3.2,53.4,292563.87,1830.93
2012,Rice,Haryana,Rabi,73.78,2186.4,34.1,159.7,19.93,42.6,196359.18,2661.41
2005,Cotton,Bihar,Kharif,477.46,1449.9,28.6,81.7,7.27,83.9,324359.78,679.34
2013,Millet,Madhya Pradesh,Whole Year,39.12,1998.3,30.5,171.5,3.16,54.5,49560.49,1266.88
2015,Barley,Uttar Pradesh,Whole Year,48.81,578.9,27.8,105.6,6.58,72.6,122357.25,2506.81
2020,Barley,Gujarat,Zaid,247.98,2295.2,28.0,388.1,10.52,54.8,402606.75,1623.55
2011,Sunflower,Rajasthan,Rabi,409.82,1599.2,30.4,252.1,2.22,90.3,605792.25,1478.19
2014,Potato,Tamil Nadu,Kharif,387.48,1924.2,39.7,206.3,7.38,94.5,7402294.12,19103.68
2007,Wheat,Punjab,Whole Year,468.91,369.0,15.8,369.2,13.54,72.2,152539.58,325.31
2022,Sorghum,Uttar Pradesh,Zaid,71.66,993.7,36.6,365.1,18.36,69.1,10683.77,149.09
2017,Maize,Bihar,Kharif,188.49,888.4,25.5,195.5,8.25,84.7,526410.09,2792.77
2011,Sorghum,Haryana,Whole Year,141.79,2389.1,35.1,356.2,11.51,63.6,136262.58,961.02
2008,Maize,Punjab,Kharif,430.57,707.7,40.6,72.4,12.9,86.5,1260466.32,2927.44
2017,Groundnut,Rajasthan,Whole Year,244.69,1855.5,23.3,360.0,1.88,56.8,402479.26,1644.85
2005,Barley,West Bengal,Kharif,14.4,394.1,17.4,158.7,7.17,32.1,34596.9,2402.56
2012,Wheat,Karnataka,Whole Year,354.27,734.9,21.3,247.8,13.84,90.2,646883.38,1825.96
2018,Sugarcane,Madhya Pradesh,Whole Year,194.96,1044.9,21.0,144.4,14.85,76.9,14719896.72,75502.14
2020,Sunflower,Bihar,Kharif,266.04,2047.9,35.0,394.7,7.44,63.2,223439.9,839.87
2018,Soybean,Haryana,Whole Year,447.0,2037.9,16.7,75.1,0.63,91.4,660698.89,1478.07
2016,Sunflower,Punjab,Whole Year,129.11,2395.7,16.4,206.4,0.63,87.6,262846.53,2035.83
2023,Millet,Tamil Nadu,Whole Year,120.89,2316.9,33.7,267.3,10.99,37.0,98669.72,816.19
2019,Cotton,Madhya Pradesh,Kharif,132.33,479.3,30.0,265.5,11.25,70.6,37146.82,280.71
2006,Millet,Madhya Pradesh,Kharif,169.72,2125.7,26.3,308.6,11.34,65.0,159901.74,942.15
2006,Cotton,Haryana,Whole Year,54.57,1292.6,30.5,303.5,14.57,80.5,27820.62,509.82
2023,Groundnut,Punjab,Whole Year,348.91,2204.9,34.9,327.6,18.46,49.5,332410.61,952.71
2021,Sorghum,Haryana,Kharif,104.49,496.4,17.8,132.0,19.81,30.5,68195.87,652.65
2014,Rice,Tamil Nadu,Zaid,463.15,2110.1,29.9,179.7,14.17,42.1,1766199.77,3813.45
2010,Barley,Tamil Nadu,Whole Year,108.63,651.2,37.3,183.7,10.52,43.7,219046.92,2016.45
2019,Sugarcane,Gujarat,Zaid,128.57,1034.5,24.8,384.5,3.25,48.9,4470495.51,34770.91
2015,Cotton,Andhra Pradesh,Kharif,149.21,363.5,35.6,193.3,7.99,54.1,66224.74,443.84
2009,Soybean,Karnataka,Whole Year,384.5,572.2,37.8,127.7,11.66,75.9,567735.15,1476.55
2005,Cotton,Uttar Pradesh,Zaid,214.38,1280.6,37.2,271.3,20.0,34.8,84061.65,392.12
2012,Potato,Bihar,Kharif,409.85,2100.3,32.6,199.5,2.98,61.6,12695361.91,30975.63
2016,Rice,Uttar Pradesh,Zaid,392.64,2002.1,34.4,137.5,15.96,62.4,1335308.98,3400.85
2016,Potato,Madhya Pradesh,Rabi,464.82,817.7,36.3,300.3,19.98,70.0,4591092.33,9877.14
2009,Millet,Bihar,Kharif,378.55,633.7,34.8,117.2,16.2,50.2,303491.67,801.72
2011,Wheat,Rajasthan,Rabi,26.9,1156.4,27.2,271.7,15.46,46.9,58521.53,2175.52
2008,Millet,Maharashtra,Kharif,418.8,2243.2,19.3,200.7,5.54,61.5,500396.71,1194.83
2010,Groundnut,Rajasthan,Kharif,469.1,501.1,23.4,161.7,0.57,72.9,831629.0,1772.82
2017,Wheat,Maharashtra,Whole Year,496.85,1494.4,20.6,381.1,4.91,32.9,710955.63,1430.93
2019,Millet,Haryana,Rabi,63.51,495.4,24.8,163.5,15.9,49.1,36762.57,578.85
2007,Soybean,Maharashtra,Rabi,307.02,1334.5,28.2,171.6,2.59,81.2,580175.68,1889.7
2012,Sunflower,Andhra Pradesh,Rabi,100.53,578.9,40.9,354.7,6.27,61.5,49415.49,491.55
2020,Millet,Andhra Pradesh,Kharif,131.99,476.7,40.9,95.2,11.47,91.9,118230.5,895.75
2017,Soybean,Karnataka,Rabi,373.05,719.9,35.8,87.8,11.81,86.4,468244.84,1255.18
2022,Soybean,Punjab,Rabi,488.86,861.6,41.5,148.9,11.09,52.4,584127.15,1194.88
2014,Sunflower,Uttar Pradesh,Whole Year,297.83,907.8,41.9,257.1,19.63,77.2,174740.81,586.71
2023,Wheat,Karnataka,Zaid,425.44,1719.6,38.9,184.5,0.74,47.8,1967978.43,4625.75
2021,Sorghum,Andhra Pradesh,Zaid,5.43,421.0,17.1,263.0,10.01,41.4,2663.29,490.48
2023,Maize,Punjab,Rabi,19.28,477.8,26.5,105.9,10.34,87.3,57594.57,2987.27
2009,Barley,Rajasthan,Rabi,298.77,715.2,29.4,141.5,6.22,52.8,833204.91,2788.78
2013,Cotton,Uttar Pradesh,Rabi,195.1,2218.5,18.4,247.8,10.74,43.2,122292.39,626.82
2016,Maize,Gujarat,Rabi,444.99,1682.9,36.8,126.0,13.63,92.7,1586964.98,3566.29
2005,Rice,Uttar Pradesh,Zaid,151.69,1906.8,19.0,198.0,13.62,32.0,561732.47,3703.16
2005,Sorghum,Madhya Pradesh,Whole Year,216.59,1114.8,25.3,250.4,2.21,53.8,244003.13,1126.57
2019,Maize,Haryana,Kharif,264.43,769.1,16.9,390.8,16.15,32.5,106655.33,403.34
2006,Wheat,West Bengal,Rabi,137.25,383.5,29.2,78.0,18.65,62.8,390629.26,2846.11
2020,Rice,Uttar Pradesh,Rabi,454.34,1374.8,31.1,211.1,2.91,56.1,1388039.44,3055.07
2012,Sugarcane,Andhra Pradesh,Zaid,232.8,1563.4,34.8,188.7,8.62,76.8,17242872.95,74067.32
2017,Sorghum,Haryana,Rabi,212.65,2273.4,24.2,338.5,10.48,92.0,234985.92,1105.04
2005,Maize,Tamil Nadu,Whole Year,425.03,2240.6,30.9,365.1,3.13,63.8,1148615.44,2702.43
2020,Rice,Maharashtra,Whole Year,156.68,1234.3,34.8,367.5,10.32,48.6,174833.18,1115.86
2011,Sugarcane,Rajasthan,Rabi,408.92,1231.9,35.6,181.3,4.53,86.7,35275458.66,86264.94
2009,Millet,Gujarat,Zaid,62.01,654.5,23.1,156.6,18.74,69.3,34390.07,554.59
2007,Rice,Rajasthan,Rabi,92.21,866.4,16.8,207.2,9.25,66.0,216813.0,2351.3
2016,Potato,Tamil Nadu,Rabi,475.47,2336.5,16.0,170.4,19.9,42.3,13033287.39,27411.38
2020,Sunflower,Bihar,Zaid,421.38,610.3,35.7,301.6,1.41,32.6,343496.83,815.17
2023,Wheat,West Bengal,Whole Year,194.56,2431.1,25.4,124.7,2.99,60.0,981763.45,5046.07
2009,Millet,Uttar Pradesh,Kharif,319.59,1410.4,18.6,280.5,9.14,64.3,214664.38,671.69
2018,Wheat,Madhya Pradesh,Rabi,471.54,1304.5,20.0,374.4,17.55,38.3,534968.71,1134.51
2009,Maize,Karnataka,Whole Year,106.72,684.2,35.7,148.0,11.33,33.9,321174.38,3009.51
2019,Barley,Haryana,Rabi,30.45,1755.4,31.2,286.9,14.78,44.0,71920.69,2361.93
2021,Maize,Gujarat,Kharif,269.2,1311.7,28.5,100.2,8.76,34.1,904439.27,3359.73
2018,Millet,Tamil Nadu,Zaid,72.16,1115.5,31.8,92.5,1.29,33.6,91442.7,1267.22
2009,Soybean,West Bengal,Whole Year,94.47,881.9,18.7,90.5,13.13,58.9,119615.42,1266.17
2016,Maize,Rajasthan,Kharif,445.88,446.3,23.6,98.5,12.86,82.7,894779.97,2006.77
2020,Millet,Madhya Pradesh,Rabi,4.69,1442.5,25.1,125.7,1.89,73.2,5647.41,1204.14
2020,Rice,Madhya Pradesh,Kharif,408.59,988.4,23.5,247.0,3.83,74.2,958506.52,2345.89
2011,Groundnut,Tamil Nadu,Whole Year,258.96,1857.3,38.3,318.4,9.79,47.1,354567.86,1369.2
2008,Maize,Gujarat,Zaid,280.09,1891.7,30.7,94.4,9.21,30.7,1151058.03,4109.6
2005,Rice,Gujarat,Rabi,336.21,1030.6,34.7,354.5,15.17,59.3,111462.35,331.53
2009,Wheat,West Bengal,Zaid,216.29,1772.1,21.4,345.0,8.05,54.5,681341.47,3150.13
2014,Potato,Bihar,Zaid,58.69,869.1,22.1,304.6,13.43,91.6,642955.41,10955.11
2009,Sorghum,Rajasthan,Kharif,52.31,1899.8,21.1,199.1,14.24,34.7,51009.82,975.14
2008,Barley,Andhra Pradesh,Kharif,377.43,335.4,33.6,50.5,13.08,80.5,847479.49,2245.4
2006,Wheat,Bihar,Whole Year,111.3,633.5,24.4,307.2,12.12,55.1,235039.52,2111.77
2014,Wheat,Bihar,Whole Year,15.02,839.0,25.9,357.6,16.21,83.9,14262.35,949.56
2023,Millet,Gujarat,Zaid,489.83,2000.5,34.1,167.4,13.31,62.2,511297.96,1043.83
2005,Soybean,Haryana,Whole Year,490.22,446.0,41.2,301.3,16.77,83.3,184538.35,376.44
2009,Cotton,Haryana,Zaid,189.69,713.7,19.4,71.7,12.92,60.3,71489.51,376.88
2017,Groundnut,Maharashtra,Rabi,13.74,1089.0,16.7,298.3,3.6,56.1,13782.59,1003.1
2008,Soybean,Rajasthan,Zaid,363.91,320.2,20.3,73.9,6.53,92.6,504157.85,1385.39
2020,Millet,Tamil Nadu,Whole Year,415.68,1976.7,34.8,255.5,6.94,54.0,424429.43,1021.05
2020,Sunflower,Haryana,Whole Year,63.38,1532.2,20.3,259.1,2.33,82.3,94136.61,1485.27
2006,Barley,West Bengal,Zaid,68.59,2281.5,30.8,155.8,14.0,34.4,240903.01,3512.22
2021,Groundnut,Madhya Pradesh,Kharif,411.29,368.3,30.9,77.7,12.1,34.1,251816.16,612.26
2016,Groundnut,Tamil Nadu,Zaid,461.03,897.1,22.9,382.3,12.0,58.5,172915.35,375.06
2022,Millet,Rajasthan,Zaid,395.59,1908.8,16.9,237.5,9.83,68.1,326825.29,826.17
2007,Sugarcane,West Bengal,Kharif,101.17,1785.3,25.8,252.9,11.09,69.6,8164072.63,80696.58
2005,Wheat,Uttar Pradesh,Rabi,206.35,834.7,20.0,265.3,0.66,32.4,455663.89,2208.21
2005,Potato,Punjab,Kharif,300.82,1610.5,20.0,361.9,2.38,75.3,5350034.09,17784.84
2023,Sorghum,Haryana,Whole Year,80.99,2046.3,29.1,71.1,13.83,38.4,120431.18,1486.99
2015,Sugarcane,Haryana,Kharif,106.09,373.4,33.2,362.7,5.6,92.1,4967980.68,46827.98
2009,Millet,Maharashtra,Whole Year,142.16,1878.8,17.0,133.9,2.6,51.7,171174.44,1204.1
2016,Sugarcane,Andhra Pradesh,Whole Year,255.25,854.6,30.6,77.3,6.91,47.0,22488367.21,88103.3
2007,Sorghum,Maharashtra,Zaid,255.89,2385.3,21.6,280.0,5.46,48.9,382283.47,1493.94
2005,Millet,Rajasthan,Zaid,407.33,1484.1,33.2,391.9,1.07,90.9,276204.27,678.08
2005,Millet,Maharashtra,Rabi,376.75,373.4,36.9,70.0,8.51,61.4,224277.34,595.29
2012,Groundnut,Andhra Pradesh,Whole Year,456.95,1187.5,36.8,199.1,1.03,58.3,927879.06,2030.59
2014,Sugarcane,Andhra Pradesh,Zaid,416.62,2425.9,25.0,235.4,0.51,66.8,49398984.55,118570.84
2015,Rice,Gujarat,Whole Year,127.68,1906.8,30.3,138.2,15.95,90.5,332889.99,2607.22
2016,Maize,Madhya Pradesh,Rabi,166.32,961.1,36.4,394.0,6.64,50.0,161727.46,972.39
2017,Millet,Gujarat,Whole Year,250.71,1565.6,16.6,274.3,11.57,41.8,212945.49,849.37
2016,Sugarcane,Punjab,Rabi,8.12,1618.0,31.4,345.5,6.31,68.7,306645.06,37764.17
2018,Cotton,West Bengal,Rabi,452.05,351.4,37.6,195.5,18.64,62.0,136515.95,301.99
2006,Barley,Bihar,Rabi,23.13,693.4,25.1,173.9,14.72,34.0,49348.37,2133.52
2023,Cotton,Uttar Pradesh,Zaid,161.9,1513.9,27.3,243.6,7.7,63.9,95369.2,589.06
2022,Sugarcane,Andhra Pradesh,Kharif,285.02,1186.1,33.9,202.3,4.61,66.6,25212930.48,88460.22
2007,Wheat,Uttar Pradesh,Kharif,259.4,718.1,16.8,300.2,3.19,75.1,528309.13,2036.66
2021,Wheat,Madhya Pradesh,Zaid,327.58,1999.9,25.4,143.0,15.37,94.7,1185063.02,3617.63
2012,Sugarcane,Haryana,Whole Year,264.23,1375.8,23.0,207.4,9.33,57.4,23377481.94,88473.99
2014,Groundnut,Karnataka,Zaid,115.27,981.9,15.5,363.3,5.02,63.2,128244.04,1112.55
2006,Groundnut,Punjab,Whole Year,101.34,655.7,20.3,314.6,18.43,34.9,98096.72,968.0
2023,Millet,Rajasthan,Rabi,453.72,1644.6,25.7,108.8,8.11,84.1,646803.62,1425.56
2013,Sorghum,Madhya Pradesh,Zaid,132.72,1765.8,20.3,360.4,11.1,36.4,83226.93,627.09
2011,Maize,Tamil Nadu,Kharif,141.21,1773.1,31.3,256.2,17.23,90.7,377661.24,2674.47
2008,Millet,Uttar Pradesh,Whole Year,207.06,784.6,27.1,287.8,16.75,52.7,50335.33,243.1
2022,Cotton,Maharashtra,Zaid,70.58,1609.7,16.1,153.0,12.94,51.9,39336.96,557.34
2017,Sunflower,Andhra Pradesh,Zaid,254.13,2291.9,22.4,204.5,17.83,51.4,295955.29,1164.58
2015,Maize,Uttar Pradesh,Whole Year,332.85,1077.0,15.5,332.4,19.07,91.8,330680.12,993.48
2008,Cotton,Bihar,Rabi,393.21,763.7,24.7,165.7,18.73,93.7,218748.17,556.31
2008,Groundnut,Tamil Nadu,Rabi,356.02,1998.7,22.0,107.8,7.31,93.3,898519.47,2523.79
2014,Sugarcane,Andhra Pradesh,Rabi,74.67,689.1,33.6,182.4,8.24,75.8,4905955.5,65701.83
2009,Sorghum,Rajasthan,Rabi,228.58,858.2,23.3,74.2,5.19,37.2,261439.5,1143.75
2013,Potato,Bihar,Whole Year,20.25,521.4,25.1,301.2,16.82,55.1,158899.66,7846.9
2007,Cotton,Karnataka,Kharif,9.88,889.3,34.6,101.7,2.88,48.8,6632.27,671.28
2021,Groundnut,Maharashtra,Zaid,220.63,1202.7,28.0,149.8,7.42,76.0,400629.91,1815.85
2007,Potato,Uttar Pradesh,Zaid,127.23,441.1,30.0,358.4,0.69,62.0,1375141.2,10808.31
2020,Sorghum,Gujarat,Rabi,342.0,2217.8,37.7,239.2,12.1,70.1,445612.33,1302.96
2008,Millet,Punjab,Whole Year,362.4,1430.1,20.6,162.5,13.34,30.6,374121.11,1032.34
2022,Sugarcane,Uttar Pradesh,Kharif,447.81,1593.8,41.7,241.7,5.36,80.9,21484534.81,47976.9
2021,Barley,Uttar Pradesh,Kharif,380.58,1116.8,39.3,126.4,14.87,91.9,897384.28,2357.94
2011,Wheat,Tamil Nadu,Zaid,25.07,1773.6,22.7,58.8,7.94,73.5,108919.36,4344.61
2009,Soybean,Tamil Nadu,Rabi,186.44,1249.9,39.1,261.3,6.58,85.4,150289.48,806.1
2016,Sorghum,Bihar,Zaid,137.24,1974.9,35.4,299.9,19.15,61.1,139038.69,1013.11
2021,Potato,Punjab,Zaid,193.68,2107.1,40.1,357.9,11.98,31.3,2735053.84,14121.51
2017,Barley,Uttar Pradesh,Kharif,80.88,1778.1,33.7,320.2,5.42,94.4,128273.48,1585.97
2007,Barley,West Bengal,Whole Year,49.75,1380.9,33.2,374.3,19.67,33.8,21791.5,438.02
2013,Sorghum,Rajasthan,Kharif,260.97,2021.0,15.1,395.1,8.06,42.5,141887.97,543.69
2021,Barley,Tamil Nadu,Zaid,360.47,1387.4,27.8,310.7,13.13,33.4,930702.77,2581.91
2021,Cotton,Tamil Nadu,Rabi,351.25,545.3,20.4,353.8,14.62,70.6,26333.65,74.97
2020,Barley,Bihar,Rabi,226.02,555.9,23.8,285.8,8.73,67.9,314069.48,1389.56
2017,Groundnut,Madhya Pradesh,Whole Year,261.62,2386.9,41.4,109.8,10.95,43.6,572594.25,2188.65
2023,Maize,West Bengal,Whole Year,258.65,769.8,17.3,113.6,5.18,92.2,1064348.79,4115.02
2021,Cotton,Andhra Pradesh,Whole Year,346.09,2095.0,34.5,88.6,9.58,89.4,243268.37,702.9
2008,Barley,Madhya Pradesh,Zaid,24.91,842.8,19.7,380.0,6.56,48.2,17406.71,698.78
2016,Millet,Uttar Pradesh,Zaid,355.24,1247.7,15.2,285.5,11.18,72.8,237470.33,668.48
2013,Wheat,Punjab,Whole Year,291.52,1740.9,28.5,326.5,13.56,85.6,659033.3,2260.68
2023,Sugarcane,Tamil Nadu,Rabi,99.86,649.5,19.4,165.9,12.47,53.4,6251637.49,62604.02
2016,Potato,Punjab,Rabi,25.48,1921.9,41.1,211.1,15.65,46.5,623494.84,24469.97
2013,Barley,Punjab,Rabi,55.16,1817.8,20.5,63.9,1.31,46.7,180394.67,3270.39
2011,Rice,Rajasthan,Zaid,262.82,1494.8,20.2,361.2,2.03,83.3,476309.88,1812.3
2018,Wheat,Gujarat,Kharif,379.45,1545.0,15.9,348.6,4.5,60.1,1041031.44,2743.53
2023,Millet,Tamil Nadu,Rabi,167.99,532.7,23.9,324.7,19.72,76.5,18163.31,108.12
2019,Groundnut,Madhya Pradesh,Rabi,190.18,1259.1,15.7,70.4,16.11,72.3,285763.04,1502.59
2020,Barley,Maharashtra,Rabi,467.14,490.5,28.5,111.0,18.52,49.9,607253.65,1299.94
2009,Potato,Andhra Pradesh,Whole Year,107.29,977.3,28.7,167.0,5.81,43.5,2403881.41,22405.46
2007,Groundnut,Punjab,Zaid,52.77,2280.7,16.4,142.1,11.69,38.2,110348.34,2091.12
2016,Barley,Tamil Nadu,Whole Year,172.36,1564.0,21.5,343.5,11.32,31.6,252086.52,1462.56
2008,Soybean,Bihar,Whole Year,373.22,1933.9,37.5,118.2,11.61,35.3,564809.73,1513.34
2020,Maize,Andhra Pradesh,Kharif,313.41,1562.5,27.5,236.2,14.49,46.7,974578.8,3109.6
2011,Groundnut,Maharashtra,Whole Year,208.48,727.3,26.7,250.0,8.18,76.4,232947.41,1117.36
2017,Maize,Tamil Nadu,Kharif,482.41,1608.6,33.9,198.8,13.71,40.1,1594260.38,3304.78
2014,Wheat,Uttar Pradesh,Whole Year,367.76,1961.9,34.3,134.2,15.87,64.0,1313512.23,3571.66
2011,Sunflower,Punjab,Rabi,31.87,604.5,35.6,386.1,6.14,45.9,12190.91,382.52
2018,Soybean,Maharashtra,Zaid,372.57,2097.2,37.4,194.7,18.94,63.3,504010.76,1352.79
2009,Sugarcane,Uttar Pradesh,Whole Year,13.0,1521.9,21.3,304.6,10.6,78.8,728155.79,56011.98
2007,Cotton,Punjab,Kharif,325.51,309.4,16.8,114.4,14.79,47.3,100319.72,308.19
2015,Maize,Haryana,Zaid,106.03,1443.5,25.3,338.0,14.71,52.6,211939.78,1998.87
2015,Soybean,Madhya Pradesh,Kharif,348.52,1170.5,38.1,125.6,11.52,77.0,440959.38,1265.23
2022,Sunflower,Karnataka,Rabi,155.58,952.2,17.1,286.4,6.79,65.5,178465.02,1147.09
2019,Potato,West Bengal,Whole Year,436.63,1996.8,30.6,227.3,13.51,36.1,12588615.85,28831.31
2016,Maize,Punjab,Zaid,169.12,2278.9,33.9,101.3,2.2,79.3,747106.31,4417.61
2013,Sorghum,Maharashtra,Rabi,310.23,1977.8,28.0,58.7,19.64,48.0,279164.89,899.86
2014,Millet,Maharashtra,Whole Year,143.68,2162.9,21.9,375.8,4.09,55.0,115908.82,806.72
2016,Sugarcane,Karnataka,Whole Year,458.69,2299.3,23.8,94.0,5.87,45.9,50737856.57,110614.7
2021,Millet,Tamil Nadu,Kharif,390.72,2307.8,16.9,296.7,19.11,65.3,278106.74,711.78
2010,Potato,Bihar,Kharif,122.41,552.2,22.9,278.4,4.14,76.0,2504018.06,20455.99
2011,Barley,West Bengal,Rabi,474.45,1304.0,16.2,169.6,3.82,82.2,1388720.27,2927.01
2018,Maize,Andhra Pradesh,Kharif,179.22,300.6,34.6,114.9,16.19,89.9,449302.63,2506.99
2017,Barley,Punjab,Rabi,326.28,1414.2,39.2,112.4,5.4,53.3,1028072.45,3150.89
2012,Rice,Tamil Nadu,Rabi,371.68,2333.3,32.1,254.9,2.35,90.6,1316495.23,3542.01
2014,Maize,Uttar Pradesh,Rabi,12.43,738.0,32.7,241.4,4.92,70.1,36498.81,2936.35
2013,Soybean,Andhra Pradesh,Kharif,479.52,1707.5,27.7,356.6,17.82,55.3,337333.55,703.48
2022,Sugarcane,West Bengal,Zaid,172.88,1717.6,19.2,274.0,5.97,87.7,14715957.59,85122.38
2006,Barley,Tamil Nadu,Rabi,95.7,652.8,15.2,336.7,14.05,67.7,79989.43,835.84
2009,Maize,Gujarat,Zaid,425.5,824.8,24.3,61.3,8.21,59.5,1626710.3,3823.06
2009,Rice,Andhra Pradesh,Whole Year,351.75,1316.4,35.3,284.8,5.61,30.7,656038.9,1865.07
2010,Millet,Rajasthan,Kharif,44.28,714.1,40.9,131.8,3.31,76.6,35914.07,811.07
2023,Soybean,Rajasthan,Kharif,59.41,1587.0,26.6,138.5,19.46,35.0,81467.47,1371.28
2012,Sorghum,Punjab,Zaid,357.88,1366.0,24.9,302.2,10.66,48.8,323831.96,904.86
2020,Maize,Punjab,Whole Year,38.32,1442.2,27.0,327.7,2.74,92.5,80149.48,2091.58
2017,Sorghum,Punjab,Whole Year,458.67,595.8,26.5,180.1,4.38,40.1,458869.93,1000.44
2005,Wheat,West Bengal,Rabi,371.03,1438.0,31.9,326.5,8.44,50.3,875021.49,2358.36
2021,Potato,Bihar,Kharif,168.41,408.9,34.8,205.3,11.11,90.6,2391498.22,14200.45
2011,Sugarcane,Bihar,Whole Year,182.11,2239.4,36.2,350.2,4.05,51.9,8866659.46,48688.48
2017,Maize,Gujarat,Whole Year,253.74,1055.1,32.5,58.7,5.92,51.4,818021.83,3223.86
2008,Groundnut,Tamil Nadu,Rabi,181.12,2183.9,26.8,79.2,15.78,72.1,335585.95,1852.84
2008,Rice,Uttar Pradesh,Rabi,391.95,1843.6,40.7,321.7,8.64,38.5,903361.57,2304.79
2010,Barley,Haryana,Zaid,487.39,1985.6,34.2,268.4,0.53,93.2,1451503.49,2978.12
2023,Sunflower,Maharashtra,Kharif,292.68,992.0,26.5,245.7,1.55,47.9,410298.36,1401.87
2016,Groundnut,Uttar Pradesh,Whole Year,223.57,801.0,27.1,264.9,9.07,81.1,300893.49,1345.86
